CID,workexp,age,gender,Source,Educ,previous,location,Joined
C20154RMO5J,4,35,M,2-Referral,e1,No,L3,Joined
C2015H45QZZ,4,26,F,3-SocialMedia,e2,No,L5,Not Joined
C20158KKQEB,4,44,M,2-Referral,e1,No,L5,Joined
C2015MZ1PI9,4,35,F,3-SocialMedia,e1,Yes,L3,Not Joined
C2015Q60WK1,3,35,M,1-Consultancy,e2,No,L2,Not Joined
C2015SM5V29,4,37,F,2-Referral,e1,No,L4,Not Joined
C2015B51774,3,37,F,3-SocialMedia,e2,No,L5,Joined
C2015P5F8EQ,3,37,F,2-Referral,e2,Yes,L7,Joined
C2015MDI7X5,4,40,M,2-Referral,e1,No,L3,Joined
C2015JPCWZB,3,44,F,2-Referral,e1,No,L1,Joined
C2015MTRYFZ,4,32,M,3-SocialMedia,e1,Yes,L4,Not Joined
C2015WQCN3T,3,35,F,2-Referral,e2,Yes,L7,Joined
C20158ZIUND,3,36,M,3-SocialMedia,e2,Yes,L1,Not Joined
C2015BUG46K,3,37,F,3-SocialMedia,e1,No,L3,Not Joined
C2015I6TPTM,4,27,M,3-SocialMedia,e1,Yes,L2,Not Joined
C2015KWTKWN,4,36,F,2-Referral,e2,No,L7,Joined
C2015GDXVJB,3,39,F,2-Referral,e2,No,L3,Joined
C2015EI2DNV,4,37,M,2-Referral,e1,Yes,L1,Joined
C2015RNIQG1,3,37,M,1-Consultancy,e2,Yes,L5,Joined
C201539ZS82,4,35,F,3-SocialMedia,e1,No,L2,Not Joined
C2015E9OUX7,3,37,M,3-SocialMedia,e2,No,L4,Not Joined
C2015G4C9B9,3,43,M,1-Consultancy,e2,No,L1,Joined
C2015UFVWIL,4,31,M,1-Consultancy,e2,Yes,L1,Not Joined
C2015XNM5NG,3,41,M,2-Referral,e1,No,L7,Joined
C2015YTQ4FT,3,38,M,1-Consultancy,e1,Yes,L2,Not Joined
C20150K1K5K,3,35,F,3-SocialMedia,e2,No,L1,Joined
C2015LGZCEZ,3,36,M,3-SocialMedia,e1,Yes,L5,Joined
C2015F5MYWY,4,36,F,3-SocialMedia,e2,Yes,L1,Not Joined
C2015PKBYLW,4,37,M,1-Consultancy,e2,No,L3,Joined
C2015LDB1MB,3,37,F,3-SocialMedia,e2,No,L1,Joined
C20154XXX7F,4,40,M,2-Referral,e1,Yes,L5,Joined
C2015XANRKG,3,44,F,2-Referral,e1,Yes,L7,Joined
C2015YF4L7M,3,36,M,3-SocialMedia,e2,No,L1,Not Joined
C2015K5FURV,4,35,F,1-Consultancy,e1,Yes,L1,Joined
C2015O3DDBD,3,41,M,2-Referral,e2,Yes,L5,Joined
C2015D9BXF6,4,44,F,2-Referral,e1,No,L7,Joined
C2015KVO1ES,4,38,M,1-Consultancy,e1,Yes,L5,Not Joined
C20153K8D8M,3,31,F,2-Referral,e1,No,L1,Not Joined
C2015CJPXAT,3,37,M,3-SocialMedia,e2,No,L3,Not Joined
C2015KOJ1TV,4,37,F,3-SocialMedia,e2,No,L7,Joined
C2015P6YOY3,3,37,M,3-SocialMedia,e1,No,L3,Joined
C20156Z7K96,4,40,F,3-SocialMedia,e1,Yes,L1,Joined
C2015NQ8U05,4,44,M,3-SocialMedia,e1,Yes,L5,Joined
C2015432VVE,5,37,F,3-SocialMedia,e2,Yes,L3,Not Joined
C2015VSR974,3,35,M,1-Consultancy,e1,No,L3,Joined
C2015X8WUFJ,4,37,F,1-Consultancy,e1,No,L4,Not Joined
C2015ZDYXMK,4,44,M,3-SocialMedia,e1,Yes,L5,Joined
C2015I40D22,4,35,F,3-SocialMedia,e1,Yes,L7,Joined
C20155JG072,4,36,M,1-Consultancy,e2,No,L3,Joined
C2015VGFU0M,3,35,F,3-SocialMedia,e2,Yes,L2,Not Joined
C2015OKH0J8,4,37,M,3-SocialMedia,e2,No,L4,Not Joined
C20158Y2W9X,3,37,M,1-Consultancy,e1,No,L7,Joined
C2015YP53ZM,3,40,F,2-Referral,e2,No,L3,Joined
C2015ZKY8DP,3,44,F,3-SocialMedia,e1,Yes,L1,Joined
C2015T7GN0I,4,38,M,3-SocialMedia,e1,Yes,L2,Not Joined
C2015GJIH6E,4,32,F,3-SocialMedia,e1,No,L4,Not Joined
C20154KZDL7,3,35,M,2-Referral,e2,No,L5,Not Joined
C2015KH358Q,4,44,M,2-Referral,e2,No,L1,Joined
C2015PXT4RF,4,35,M,2-Referral,e2,No,L5,Joined
C2015XNQJGD,4,27,F,1-Consultancy,e2,No,L2,Not Joined
C2015HAN959,3,37,M,2-Referral,e1,Yes,L4,Not Joined
C2015CMRZ9A,4,26,F,3-SocialMedia,e2,Yes,L5,Not Joined
C2015RRBQJB,4,37,M,1-Consultancy,e1,Yes,L5,Joined
C2015NJGAHI,3,40,M,3-SocialMedia,e2,Yes,L7,Joined
C2015YRF2N0,4,35,M,2-Referral,e1,Yes,L2,Not Joined
C2015SGYFHW,3,43,M,3-SocialMedia,e1,No,L1,Joined
C2015DY8LOF,3,35,M,2-Referral,e2,No,L5,Joined
C2015TM7CQA,4,31,F,1-Consultancy,e2,No,L1,Not Joined
C2015F7RBI4,4,37,M,3-SocialMedia,e1,No,L3,Not Joined
C2015GPKIIL,4,35,M,2-Referral,e2,Yes,L1,Joined
C20151SNSJT,4,32,M,1-Consultancy,e1,No,L4,Not Joined
C201583DSS8,3,35,F,3-SocialMedia,e1,Yes,L5,Not Joined
C2015M4RO1E,4,36,M,3-SocialMedia,e1,No,L1,Not Joined
C2015NXR97E,3,37,M,3-SocialMedia,e2,No,L1,Joined
C2015A32WMW,3,40,F,1-Consultancy,e1,No,L5,Joined
C2015BINHI4,3,37,F,1-Consultancy,e2,Yes,L4,Not Joined
C2015TGF6Q0,4,43,F,2-Referral,e2,No,L3,Joined
C201561UZ6G,4,36,F,2-Referral,e1,Yes,L1,Not Joined
C201590TCQ3,3,35,M,1-Consultancy,e1,No,L3,Not Joined
C20154ZZQQX,5,35,F,1-Consultancy,e2,Yes,L2,Not Joined
C2015J2V7PE,3,35,M,1-Consultancy,e2,No,L3,Joined
C2015234E7K,5,38,F,3-SocialMedia,e1,Yes,L5,Not Joined
C201547UYHL,4,31,M,1-Consultancy,e2,No,L1,Not Joined
C2015V55FDA,4,37,F,3-SocialMedia,e2,No,L7,Joined
C2015S3UI5M,4,38,M,2-Referral,e2,No,L2,Not Joined
C2015ZBBB5W,3,32,F,2-Referral,e2,No,L4,Not Joined
C20150XLGCO,3,44,M,1-Consultancy,e2,Yes,L5,Joined
C2015K2687Y,4,43,F,3-SocialMedia,e2,No,L7,Joined
C2015VGSYBI,4,35,M,2-Referral,e2,No,L3,Joined
C2015C1WNW1,5,41,F,3-SocialMedia,e1,No,L1,Joined
C20156AAFSU,4,37,M,3-SocialMedia,e2,No,L4,Not Joined
C2015T2KUJE,3,26,F,3-SocialMedia,e1,No,L5,Not Joined
C2015HMWNVQ,3,36,M,2-Referral,e1,No,L1,Not Joined
C2015Z8WOZQ,3,35,F,3-SocialMedia,e2,Yes,L3,Not Joined
C2015OSZ3BK,4,37,F,2-Referral,e2,No,L5,Joined
C20159MC6P0,3,37,M,3-SocialMedia,e2,No,L7,Joined
C2015ZCI552,3,38,M,1-Consultancy,e2,Yes,L5,Not Joined
C2015Q3ZGFV,4,31,F,1-Consultancy,e2,No,L1,Not Joined
C20154ES8VE,4,37,M,2-Referral,e1,Yes,L3,Not Joined
C2015H1BATZ,4,38,F,2-Referral,e1,No,L2,Not Joined
C2015MOFKE0,4,32,M,1-Consultancy,e1,No,L4,Not Joined
C2015CLIZLM,3,35,F,3-SocialMedia,e2,Yes,L5,Not Joined
C2015C66LUN,4,35,F,2-Referral,e1,Yes,L5,Joined
C2015PAGDZ3,4,36,M,2-Referral,e2,Yes,L7,Joined
C20153R5EC8,3,27,M,2-Referral,e2,Yes,L2,Not Joined
C2015Q7RYJ4,4,37,F,2-Referral,e1,Yes,L1,Joined
C2015JS6B66,3,26,M,2-Referral,e2,No,L5,Not Joined
C2015ZBIQML,3,40,F,2-Referral,e1,Yes,L7,Joined
C2015D17KT8,3,35,M,2-Referral,e1,No,L3,Not Joined
C2015Y7O6OS,4,43,M,1-Consultancy,e1,No,L1,Joined
C2015RYOX48,4,35,M,2-Referral,e1,Yes,L5,Joined
C20158WF0EM,3,38,F,2-Referral,e2,No,L5,Not Joined
C2015MYR7I0,4,31,M,3-SocialMedia,e2,Yes,L1,Not Joined
C20152BK5NN,3,37,F,2-Referral,e2,Yes,L3,Not Joined
C20151B7O1W,4,38,M,3-SocialMedia,e2,No,L2,Not Joined
C20152YLJ5R,4,32,F,1-Consultancy,e2,No,L4,Not Joined
C20155CIW9K,3,35,M,3-SocialMedia,e2,No,L5,Not Joined
C2015BBKSYM,3,36,F,3-SocialMedia,e1,Yes,L1,Not Joined
C2015FK6BYE,3,37,M,2-Referral,e2,No,L3,Not Joined
C2015X38EL8,4,27,F,1-Consultancy,e2,Yes,L2,Not Joined
C2015J7XJM3,5,37,M,1-Consultancy,e2,No,L4,Not Joined
C2015KZK3M3,3,26,F,3-SocialMedia,e2,No,L5,Not Joined
C2015RASFKY,4,36,M,2-Referral,e1,Yes,L1,Not Joined
C2015NRBNRJ,3,35,F,2-Referral,e1,Yes,L3,Not Joined
C2015P05EO3,4,35,M,2-Referral,e2,No,L2,Not Joined
C2015BI3R38,4,37,F,3-SocialMedia,e2,Yes,L4,Not Joined
C2015720M6Q,3,39,M,3-SocialMedia,e1,Yes,L5,Joined
C20150MD8VW,4,37,M,2-Referral,e2,Yes,L7,Joined
C201576FQAT,4,37,M,3-SocialMedia,e1,Yes,L3,Not Joined
C2015JEOHZH,3,40,F,1-Consultancy,e2,Yes,L1,Joined
C2015W9Y97T,4,44,M,2-Referral,e2,Yes,L5,Joined
C2015U2C8PM,3,43,F,3-SocialMedia,e1,No,L7,Joined
C20153ALXWM,4,36,M,3-SocialMedia,e1,No,L1,Not Joined
C2015GBFZ3S,4,37,F,3-SocialMedia,e1,Yes,L3,Not Joined
C2015K9UB21,3,44,F,1-Consultancy,e1,No,L5,Joined
C2015NLZYRI,4,35,M,2-Referral,e2,No,L7,Joined
C2015CNEOQN,4,36,F,3-SocialMedia,e2,No,L3,Joined
C2015PSKIQT,4,36,F,3-SocialMedia,e2,Yes,L1,Not Joined
C20153TG0IO,3,35,M,1-Consultancy,e2,Yes,L3,Not Joined
C201596V41P,3,37,F,3-SocialMedia,e2,No,L7,Joined
C20155NUY5L,4,37,M,3-SocialMedia,e1,Yes,L4,Not Joined
C2015W4C35N,4,38,F,2-Referral,e2,No,L5,Not Joined
C2015RH99CW,3,43,F,1-Consultancy,e1,Yes,L5,Joined
C2015WZPTQZ,4,35,F,2-Referral,e2,Yes,L7,Joined
C201513RQWA,3,38,M,1-Consultancy,e1,No,L2,Not Joined
C2015AIE9CX,3,32,F,3-SocialMedia,e2,No,L4,Not Joined
C20157QFX8N,3,35,M,1-Consultancy,e2,Yes,L5,Not Joined
C20156SZDE4,4,36,F,1-Consultancy,e2,No,L7,Joined
C2015DWODS1,4,37,M,1-Consultancy,e2,No,L3,Not Joined
C2015A1SVCC,3,27,F,3-SocialMedia,e1,No,L2,Not Joined
C2015N1SF9D,3,37,M,3-SocialMedia,e1,No,L4,Not Joined
C2015HT7AJR,3,40,M,2-Referral,e2,No,L7,Joined
C201536DE3I,4,44,M,1-Consultancy,e1,No,L3,Joined
C2015RXDSXG,3,35,F,3-SocialMedia,e2,No,L3,Not Joined
C2015SIKNYM,3,35,M,2-Referral,e2,No,L2,Not Joined
C20152V09NH,3,41,F,2-Referral,e1,No,L7,Joined
C2015QBZPJ8,3,38,M,3-SocialMedia,e1,No,L5,Not Joined
C2015KJS0I7,4,31,F,2-Referral,e1,Yes,L1,Not Joined
C20158UR5C3,4,37,M,2-Referral,e2,No,L3,Not Joined
C2015D9ZL2X,5,39,F,3-SocialMedia,e1,Yes,L7,Joined
C20150L6Q7P,4,32,M,3-SocialMedia,e1,No,L4,Not Joined
C20158ZID74,3,35,F,2-Referral,e2,Yes,L5,Not Joined
C2015UJD2A0,4,36,M,2-Referral,e2,Yes,L1,Not Joined
C2015HQ49Z8,4,44,M,2-Referral,e1,Yes,L7,Joined
C2015WKNKIR,4,43,M,1-Consultancy,e1,No,L3,Joined
C2015WF9NYC,4,35,F,1-Consultancy,e1,Yes,L1,Joined
C20152VZKLU,4,26,M,3-SocialMedia,e1,No,L5,Not Joined
C2015HAQR3T,5,44,F,3-SocialMedia,e2,Yes,L7,Joined
C20156KVJYU,4,35,M,2-Referral,e1,Yes,L3,Not Joined
C20150YM5SW,4,35,F,3-SocialMedia,e2,No,L2,Not Joined
C2015X3IWW9,3,37,M,1-Consultancy,e2,No,L4,Not Joined
C2015F1VI6K,3,37,F,3-SocialMedia,e1,Yes,L7,Joined
C2015M5YB8Q,4,37,F,2-Referral,e2,No,L3,Joined
C20155YNTRH,3,37,F,2-Referral,e2,Yes,L3,Not Joined
C2015KKZF57,4,38,M,2-Referral,e2,Yes,L2,Not Joined
C2015QO67R9,3,43,M,2-Referral,e1,Yes,L7,Joined
C2015S03CB3,3,35,M,3-SocialMedia,e1,No,L5,Not Joined
C2015XP0QZJ,4,41,F,1-Consultancy,e1,No,L1,Joined
C20159GPIZG,4,37,M,2-Referral,e2,Yes,L3,Not Joined
C2015Z1MV17,4,35,F,2-Referral,e1,Yes,L7,Joined
C2015LATTFQ,4,36,M,2-Referral,e1,Yes,L3,Joined
C2015912S4J,4,39,F,1-Consultancy,e2,No,L1,Joined
C2015KLBEQK,4,36,M,2-Referral,e2,Yes,L1,Not Joined
C2015VGQAN1,4,37,F,3-SocialMedia,e2,Yes,L7,Joined
C2015LZ2X3V,4,35,M,3-SocialMedia,e2,Yes,L2,Not Joined
C20151YXQH9,4,37,F,2-Referral,e1,No,L4,Not Joined
C2015ISUL2A,4,43,M,3-SocialMedia,e2,No,L5,Joined
C2015LJIQHI,3,31,F,2-Referral,e1,No,L1,Not Joined
C2015FM4RAV,4,37,M,2-Referral,e1,No,L3,Not Joined
C2015XRYGZA,4,44,F,2-Referral,e1,Yes,L1,Joined
C2015JR386H,4,32,M,3-SocialMedia,e1,No,L4,Not Joined
C20158SPQIZ,3,36,F,2-Referral,e1,No,L7,Joined
C20155PD8E9,4,36,M,3-SocialMedia,e1,No,L1,Not Joined
C2015VXLMTK,3,37,F,3-SocialMedia,e1,Yes,L3,Not Joined
C2015NAI3GT,3,37,M,3-SocialMedia,e1,Yes,L5,Joined
C2015X22PA6,4,37,F,3-SocialMedia,e1,No,L4,Not Joined
C2015OTE5SI,3,26,M,3-SocialMedia,e2,No,L5,Not Joined
C2015VCRLQB,4,36,F,2-Referral,e2,No,L1,Not Joined
C20153S1VR1,4,35,M,2-Referral,e2,No,L3,Not Joined
C2015KJXOC0,4,41,M,3-SocialMedia,e2,No,L7,Joined
C2015P6KGMV,4,37,M,2-Referral,e2,Yes,L4,Not Joined
C2015KNPZSC,4,35,F,1-Consultancy,e2,Yes,L1,Joined
C2015RAQ4IV,4,36,F,1-Consultancy,e1,No,L5,Joined
C2015O9TLC5,4,37,F,3-SocialMedia,e2,Yes,L3,Not Joined
C2015DB6QM4,4,38,M,3-SocialMedia,e1,No,L2,Not Joined
C2015S86YJY,4,37,M,1-Consultancy,e1,Yes,L1,Joined
C2015ODJ9SC,3,40,M,1-Consultancy,e1,No,L5,Joined
C2015KIAPZ0,4,44,F,2-Referral,e2,Yes,L7,Joined
C2015JR938T,4,43,M,1-Consultancy,e1,Yes,L3,Joined
C2015BM0WNX,4,27,F,3-SocialMedia,e2,No,L2,Not Joined
C2015612R5C,3,37,M,2-Referral,e2,No,L4,Not Joined
C2015H3E08G,4,26,F,2-Referral,e2,No,L5,Not Joined
C2015SOW6YL,4,36,M,1-Consultancy,e1,Yes,L1,Not Joined
C20154EM86X,4,35,F,3-SocialMedia,e1,Yes,L3,Not Joined
C2015YLWA6U,4,35,M,3-SocialMedia,e2,Yes,L2,Not Joined
C2015QY2IUI,4,37,F,2-Referral,e1,No,L7,Joined
C2015T6V32K,3,38,M,3-SocialMedia,e2,No,L5,Not Joined
C2015EAEHNV,3,31,F,1-Consultancy,e1,No,L1,Not Joined
C20151EP1NM,4,44,M,1-Consultancy,e2,No,L5,Joined
C2015USCZDI,4,43,F,2-Referral,e1,No,L7,Joined
C2015N9UJG9,4,32,M,3-SocialMedia,e1,Yes,L4,Not Joined
C2015PBD89S,4,35,F,1-Consultancy,e2,Yes,L5,Not Joined
C20152WEHF8,4,36,M,1-Consultancy,e2,Yes,L1,Not Joined
C201555AB4W,4,35,M,2-Referral,e1,No,L7,Joined
C201501V5WF,3,27,M,3-SocialMedia,e1,No,L2,Not Joined
C20156E62AQ,4,39,F,1-Consultancy,e2,Yes,L1,Joined
C2015HQ622G,3,37,F,2-Referral,e2,Yes,L5,Joined
C2015OKQ342,3,36,F,2-Referral,e2,No,L1,Not Joined
C2015CG66QV,4,35,M,1-Consultancy,e2,Yes,L3,Not Joined
C2015IPL61Y,4,44,M,3-SocialMedia,e2,No,L1,Joined
C2015IVN6T9,3,43,M,2-Referral,e1,No,L5,Joined
C20158A7DZC,5,38,F,3-SocialMedia,e1,Yes,L5,Not Joined
C2015RUPIZB,4,31,M,2-Referral,e2,No,L1,Not Joined
C2015IVWE5Y,4,37,F,2-Referral,e1,No,L3,Not Joined
C2015YC9HSU,3,35,M,3-SocialMedia,e1,Yes,L5,Joined
C20152WZCX7,4,32,F,2-Referral,e2,Yes,L4,Not Joined
C2015JXGUYV,3,35,M,2-Referral,e2,Yes,L5,Not Joined
C20152EF2LD,4,36,F,3-SocialMedia,e1,No,L1,Not Joined
C2015OZB11S,4,37,M,2-Referral,e1,Yes,L5,Joined
C2015YR0KSV,4,27,F,2-Referral,e1,Yes,L2,Not Joined
C2015YTOGUC,4,44,F,2-Referral,e2,Yes,L3,Joined
C2015ZOLAI3,4,43,M,2-Referral,e2,No,L1,Joined
C2015E9NVUD,4,36,M,3-SocialMedia,e1,No,L1,Not Joined
C20153JJQWW,3,35,F,1-Consultancy,e2,No,L3,Not Joined
C2015T4IPRY,4,35,M,1-Consultancy,e2,No,L2,Not Joined
C2015RPVVIO,3,35,F,2-Referral,e1,No,L1,Joined
C20157JAVNZ,3,36,M,1-Consultancy,e2,Yes,L5,Joined
C2015CR5076,3,31,F,3-SocialMedia,e2,No,L1,Not Joined
C201563XKNZ,3,37,M,3-SocialMedia,e2,No,L3,Joined
C2015FW3AG9,3,38,F,1-Consultancy,e2,Yes,L2,Not Joined
C2015DZV5C1,4,32,M,2-Referral,e1,No,L4,Not Joined
C2015PZ47LQ,3,35,F,2-Referral,e2,Yes,L5,Not Joined
C2015X2B4QD,4,43,M,3-SocialMedia,e2,Yes,L3,Joined
C20159MKIS7,3,35,M,2-Referral,e2,No,L1,Joined
C201567PZNN,4,41,M,1-Consultancy,e2,No,L5,Joined
C2015Y1JPJS,5,44,F,3-SocialMedia,e2,Yes,L7,Joined
C20151W1PS2,3,35,F,3-SocialMedia,e2,Yes,L3,Joined
C2015ZNI3I6,4,36,F,3-SocialMedia,e2,Yes,L1,Joined
C20159YUY9I,4,35,M,3-SocialMedia,e2,No,L3,Not Joined
C2015K1YSBT,4,35,F,3-SocialMedia,e2,No,L2,Not Joined
C201592A7S0,4,37,F,1-Consultancy,e2,Yes,L3,Joined
C2015BGMOMT,3,38,F,3-SocialMedia,e2,No,L5,Not Joined
C2015A17SD6,3,31,M,2-Referral,e2,No,L1,Not Joined
C2015SZBSB0,4,37,F,3-SocialMedia,e2,Yes,L3,Not Joined
C2015O7FD1C,4,35,M,2-Referral,e1,No,L3,Joined
C2015ZDIVKR,3,32,F,3-SocialMedia,e1,Yes,L4,Not Joined
C20159XUMK2,3,44,F,2-Referral,e2,Yes,L5,Joined
C20150ZYQ8R,4,36,F,2-Referral,e1,No,L1,Not Joined
C20155N8M91,4,36,M,2-Referral,e1,No,L3,Joined
C2015O1NFGW,3,27,F,1-Consultancy,e2,No,L2,Not Joined
C2015MBRJRU,4,37,M,1-Consultancy,e1,No,L4,Not Joined
C2015ISM7IG,4,26,F,1-Consultancy,e2,No,L5,Not Joined
C20153GH2OX,4,36,M,3-SocialMedia,e1,No,L1,Not Joined
C2015N13BN9,4,35,F,2-Referral,e2,No,L3,Not Joined
C20155J4USK,4,35,M,1-Consultancy,e2,Yes,L2,Not Joined
C201502BWF5,4,37,F,3-SocialMedia,e2,No,L4,Not Joined
C2015XL48FH,3,41,M,1-Consultancy,e2,No,L3,Joined
C20157COSW8,3,44,M,2-Referral,e1,No,L1,Joined
C2015OLHDIE,4,37,M,1-Consultancy,e2,No,L3,Not Joined
C2015UIE3HM,3,36,F,2-Referral,e1,No,L7,Joined
C2015RH5EZC,4,39,M,2-Referral,e2,No,L3,Joined
C2015GZ4H7A,3,37,F,1-Consultancy,e2,Yes,L1,Joined
C2015LL9313,4,37,M,3-SocialMedia,e1,No,L5,Joined
C2015HD3XGR,4,40,F,3-SocialMedia,e1,No,L7,Joined
C20154W0J3T,3,44,M,1-Consultancy,e1,Yes,L3,Joined
C201518CI47,5,37,F,2-Referral,e2,No,L4,Not Joined
C2015GA5OIR,4,35,M,3-SocialMedia,e2,Yes,L5,Joined
C20152M0BKX,4,36,F,3-SocialMedia,e1,Yes,L1,Not Joined
C2015YSWJW6,4,44,F,3-SocialMedia,e2,Yes,L3,Joined
C2015LFQJW3,4,35,F,2-Referral,e2,No,L1,Joined
C20158BEKX5,5,37,M,2-Referral,e2,No,L4,Not Joined
C2015XVL6G7,4,39,F,2-Referral,e2,No,L7,Joined
C2015VXRF3O,4,37,M,3-SocialMedia,e2,No,L3,Joined
C20158G0F55,3,37,M,2-Referral,e1,No,L1,Joined
C2015WE6H83,4,40,F,1-Consultancy,e1,No,L5,Joined
C20154G7A10,4,32,F,3-SocialMedia,e1,Yes,L4,Not Joined
C2015BH65N3,4,35,M,3-SocialMedia,e2,Yes,L5,Not Joined
C2015XWBO3J,4,36,F,1-Consultancy,e2,Yes,L1,Not Joined
C2015IONGSX,4,37,M,2-Referral,e2,Yes,L3,Not Joined
C2015VEQ085,3,44,F,3-SocialMedia,e2,No,L7,Joined
C2015QWXMZA,4,37,M,2-Referral,e1,No,L4,Not Joined
C20154LQAPI,4,26,F,2-Referral,e2,No,L5,Not Joined
C20154ULKBO,4,36,M,3-SocialMedia,e1,No,L1,Not Joined
C2015T9FG0C,4,37,F,3-SocialMedia,e2,No,L7,Joined
C2015N67YLX,3,35,M,3-SocialMedia,e2,Yes,L2,Not Joined
C201507VZM1,4,40,M,1-Consultancy,e2,Yes,L1,Joined
C2015MEYWO9,4,44,F,2-Referral,e1,No,L5,Joined
C2015IXDQ1H,3,31,F,2-Referral,e1,No,L1,Not Joined
C2015EW5HJL,3,37,M,1-Consultancy,e2,No,L3,Not Joined
C20157DEN3R,3,41,F,2-Referral,e1,Yes,L1,Joined
C20154XQ08D,4,44,F,3-SocialMedia,e2,Yes,L5,Joined
C2015OSA3PY,4,35,F,2-Referral,e1,No,L5,Not Joined
C2015S2P5P0,3,36,M,1-Consultancy,e2,Yes,L1,Not Joined
C2015PLL2QK,4,37,F,2-Referral,e2,No,L3,Not Joined
C2015SRGFDT,4,27,M,3-SocialMedia,e2,No,L2,Not Joined
C2015ROCHJT,4,37,F,3-SocialMedia,e1,No,L4,Not Joined
C2015DLOS56,4,26,M,2-Referral,e2,Yes,L5,Not Joined
C20159MP25X,4,36,F,3-SocialMedia,e2,No,L1,Not Joined
C2015AQE398,3,43,M,3-SocialMedia,e2,Yes,L5,Joined
C201535GE60,3,35,F,2-Referral,e1,Yes,L7,Joined
C20151GFI6J,4,41,M,3-SocialMedia,e2,No,L3,Joined
C20158INSKY,3,44,F,1-Consultancy,e2,Yes,L1,Joined
C20156CH6T5,4,31,M,1-Consultancy,e2,Yes,L1,Not Joined
C2015MMNCIK,4,37,F,1-Consultancy,e2,Yes,L3,Not Joined
C2015GFSK41,4,39,M,1-Consultancy,e2,Yes,L3,Joined
C20155A1FBB,3,37,F,2-Referral,e2,Yes,L1,Joined
C2015L7D99L,4,35,M,2-Referral,e1,Yes,L5,Not Joined
C2015K8FDUJ,3,36,F,2-Referral,e1,Yes,L1,Not Joined
C20154IQQQ5,3,44,F,2-Referral,e2,No,L3,Joined
C2015TQTDDM,4,43,M,2-Referral,e1,No,L1,Joined
C20153LJT4X,4,37,M,3-SocialMedia,e1,No,L4,Not Joined
C2015FBTR0B,3,41,F,3-SocialMedia,e2,No,L7,Joined
C2015329A1D,4,36,M,3-SocialMedia,e1,No,L1,Not Joined
C2015609LWD,3,35,F,2-Referral,e1,Yes,L1,Joined
C2015QZ1TL3,4,35,M,1-Consultancy,e2,Yes,L2,Not Joined
C20150JUAZG,3,37,F,2-Referral,e2,No,L4,Not Joined
C20159GTAZW,3,38,M,1-Consultancy,e2,No,L5,Not Joined
C2015QE0LD7,5,37,M,2-Referral,e2,No,L1,Joined
C201501D7M0,4,37,M,2-Referral,e2,Yes,L3,Not Joined
C2015BBVPZG,4,38,F,2-Referral,e2,Yes,L2,Not Joined
C2015J515Y7,4,43,F,2-Referral,e2,Yes,L3,Joined
C2015NDFZWE,4,35,F,2-Referral,e2,Yes,L5,Not Joined
C2015CG3A1Z,3,41,M,3-SocialMedia,e2,Yes,L5,Joined
C2015SJMAIK,4,37,F,2-Referral,e2,No,L3,Not Joined
C2015ODWD66,4,35,M,2-Referral,e1,No,L3,Joined
C201544TA9J,3,37,F,3-SocialMedia,e1,No,L4,Not Joined
C20151LB38M,4,39,M,2-Referral,e2,No,L5,Joined
C2015WIL9PP,3,36,F,2-Referral,e2,Yes,L1,Not Joined
C2015ZK4TRY,4,37,F,2-Referral,e1,No,L3,Joined
C2015GAH4JK,5,35,F,1-Consultancy,e1,Yes,L2,Not Joined
C2015044LNM,4,37,M,3-SocialMedia,e1,Yes,L4,Not Joined
C2015ASYPDE,3,38,F,3-SocialMedia,e1,Yes,L5,Not Joined
C201539WN12,3,35,M,2-Referral,e1,Yes,L3,Joined
C2015PZSLTO,4,41,F,1-Consultancy,e1,No,L1,Joined
C20151PFWJO,4,38,M,3-SocialMedia,e1,Yes,L2,Not Joined
C2015JO4F3I,4,35,F,2-Referral,e2,Yes,L7,Joined
C2015592WG6,3,35,M,3-SocialMedia,e1,No,L5,Not Joined
C2015PPB2QQ,4,36,F,2-Referral,e2,No,L1,Not Joined
C2015K6XADI,3,37,M,2-Referral,e2,No,L3,Not Joined
C2015I8E1BO,4,37,F,3-SocialMedia,e1,Yes,L7,Joined
C2015AIYFPX,5,37,M,2-Referral,e2,No,L4,Not Joined
C2015Q73G1M,3,26,F,1-Consultancy,e2,No,L5,Not Joined
C2015EJ0A7W,4,43,M,2-Referral,e1,Yes,L5,Joined
C2015YXORB4,4,35,F,1-Consultancy,e1,Yes,L3,Not Joined
C2015E6Q4OU,3,35,M,2-Referral,e2,No,L2,Not Joined
C20155K6KCG,4,37,F,3-SocialMedia,e2,No,L4,Not Joined
C2015Z0A8C5,4,38,M,3-SocialMedia,e1,No,L5,Not Joined
C20159RHDR5,3,36,F,2-Referral,e1,No,L7,Joined
C2015A8KL5I,4,39,F,2-Referral,e2,No,L3,Joined
C2015NKIPE1,4,38,F,3-SocialMedia,e1,Yes,L2,Not Joined
C20157AWPM2,4,32,M,3-SocialMedia,e2,No,L4,Not Joined
C2015621B83,3,40,F,1-Consultancy,e1,No,L7,Joined
C2015LIJBK3,4,36,M,2-Referral,e2,No,L1,Not Joined
C2015N5YC9X,4,37,F,2-Referral,e1,No,L3,Not Joined
C201556OHRF,3,27,M,2-Referral,e1,Yes,L2,Not Joined
C2015AAXFPU,3,41,F,2-Referral,e2,No,L7,Joined
